  Ref #,Carrier,Service Level,Tracking #,Status,Ship Date,Location,To ID,To Company,Discounted Cost,Published Cost,Marked Up Cost,Payment Type,Shipment Type,Delivery Status,Last Updated By,Last Updated Date,Comments
Unknown,Generic Carrier,Standard,20000117104412802,shipped,2024-03-14 18:33:42,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-14 18:37:22,0
3452348,FedEx,FedEx International Economy,794616467628,canceled,2024-03-13 14:58:22,NA Spare Parts,AID672847499,Deutsches Museum,408.59,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-14 00:32:18,0
3452347,RL,Standard,WR8505891,canceled,2024-03-13 14:52:27,NA Spare Parts,AID449899541,Rogers Corp,1317.8,2858.14,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-14 00:25:43,0
3452347N,Generic Carrier,Unknown,Unknown,draft,2024-03-13 14:26:08,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-13 23:57:58,0
3452347,RL,Standard,WR8496693,canceled,2024-03-13 14:24:29,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:55:45,0
3452349,UPS,UPS Next Day Air Saver,Unknown,draft,2024-03-20 14:09:23,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-20 23:39:56,0
3452349,FedEx,FedEx Express Saver,794616469138,shipped,2024-03-13 15:16:12,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC.",132.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-20 19:34:39,0
345002-1,UPS,UPS Worldwide Express,Unknown,draft,2024-03-13 14:21:47,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2024-03-13 23:51:47,0
345001-1,FedEx,FedEx 2 Day,Unknown,draft,2024-03-13 14:21:40,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2024-03-13 23:51:40,0
3452351-2,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,shipped,2024-03-13 23:47:37,NA Spare Parts,AID449899541,Rogers Corp,9840.09,181.52,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-21 14:50:23,0
3452347-1-1-1,RL,Standard,WR8492013,shipped,2024-03-13 23:40:58,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:41:10,0
3452347-1-1,RL,Standard,WR8490609,shipped,2024-03-13 23:37:06,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:37:25,0
3452348,FedEx,FedEx International Economy,794616452202,canceled,2024-03-13 13:51:43,NA Spare Parts,AID672847499,Deutsches Museum,408.59,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:25:56,0
3452347-1,RL,Standard,WR8487162,shipped,2024-03-13 23:24:08,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:25:16,0
3452348,FedEx,FedEx International Economy,794616448964,canceled,2024-03-13 13:49:38,NA Spare Parts,AID672847499,Deutsches Museum,408.59,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:21:09,0
3452347,RL,Standard,WR8484741,canceled,2024-03-13 13:46:44,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 23:17:22,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-14 12:00:29,NA Spare Parts,AID449899541,Rogers Corp,179.7,181.52,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-14 21:30:38,0
Unknown,Generic Carrier,Standard,20000117103562711,shipped,2024-03-13 18:55:01,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 19:02:09,0
BOLV2-Test12-9,Generic Carrier,Standard,20000117103363922,shipped,2024-03-13 18:55:42,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:56:37,0
BOLV2-Test12-8,Generic Carrier,Standard,20000117103361343,shipped,2024-03-13 18:51:52,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:52:20,0
BOLV2-Test12-7,Generic Carrier,Standard,20000117103360315,shipped,2024-03-13 18:50:12,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:50:36,0
Unknown,ESTES,Standard,1618082497,shipped,2024-03-13 18:43:11,NA Spare Parts,NY01,ADAMS CO.,403.95,3678.37,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:48:50,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-13 18:32:52,NA Spare Parts,NY01,ADAMS CO.,223.23,3208.17,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:33:35,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-13 18:20:36,NA Spare Parts,NY01,ADAMS CO.,153.66,759.11,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:21:07,0
Unknown,Generic Carrier,Unknown,Unknown,draft,2024-03-13 18:14:59,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-13 18:15:52,0
Unknown,Generic Carrier,Standard,20000117103534195,shipped,2024-03-13 18:08:28,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 18:13:21,0
1984985,Generic Carrier,Standard,20000117103493050,shipped,2024-03-13 16:55:28,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 17:04:18,0
Unknown,Generic Carrier,Standard,20000117103488533,shipped,2024-03-13 16:51:38,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 16:55:24,0
BOLV2-Test12-6,Generic Carrier,Standard,20000117103180345,shipped,2024-03-13 13:50:18,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 13:50:49,0
BOLV2-Test12-5,Generic Carrier,Standard,20000117103162230,shipped,2024-03-13 13:19:43,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 13:20:27,0
BOLV2-Test12-4,Generic Carrier,Standard,20000117103157724,shipped,2024-03-13 13:12:25,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 13:12:56,0
BOLV2-Test12-3,Generic Carrier,Standard,20000117103154714,shipped,2024-03-13 13:07:25,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-13 13:08:05,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 12:42:40,NA Spare Parts,AID449899541,Rogers Corp,135.0,136.36,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:13:24,0
345006,FedEx,FedEx 2 Day,890424,shipped,2024-03-12 13:27:47,NA Spare Parts,AID449899541,Rogers Corp,123.12,99.38,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-21 15:45:50,0
345004,FedEx Freight,FedEx Freight Economy,Unknown,draft,2024-03-12 12:38:01,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 22:09:11,0
3452351,FedEx,FedEx 2 Day,794616143482,canceled,2024-03-12 12:36:59,NA Spare Parts,AID449899541,Rogers Corp,57.16,57.16,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:07:17,0
345002,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,shipped,2024-03-12 13:20:01,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-20 19:46:36,0
345003,RL,Standard,WR8317827,shipped,2024-03-12 13:22:18,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:54:23,0
345001,FedEx,FedEx 2 Day,794616150245,shipped,2024-03-12 13:15:32,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:48:35,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 12:29:36,NA Spare Parts,AID449899541,Rogers Corp,179.7,181.52,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:00:09,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 12:34:06,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:05:07,0
Unknown,UPS,UPS Ground,Unknown,draft,2024-03-12 21:48:49,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 21:52:11,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 12:26:03,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 21:56:11,0
3452347,RL,Standard,WR8297523,canceled,2024-03-12 12:19:31,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 21:50:06,0
3452347,RL,Standard,WR8296425,canceled,2024-03-12 12:16:06,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 21:46:41,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 21:44:35,NA Spare Parts,AID449899541,Rogers Corp,179.7,181.52,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 21:55:32,0
345005,FedEx,FedEx Express Saver,794616152400,shipped,2024-03-12 13:26:07,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC.",43.54,43.54,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 22:57:08,0
203647-1,FedEx,FedEx Express Saver,794616136664,shipped,2024-03-12 12:03:36,NA Spare Parts,Unknown,"DELTA AIR LINES, INC.",43.54,43.54,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 21:33:50,0
3452347,RL,Standard,WR8290224,canceled,2024-03-12 11:56:02,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 21:26:41,0
BOLV2-Test12-2,Generic Carrier,Standard,20000117102558093,shipped,2024-03-12 20:33:17,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 20:33:39,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-12 20:12:38,NA Spare Parts,NY01,ADAMS CO.,169.92,2442.27,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 20:15:19,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-12 20:11:04,NA Spare Parts,NY01,ADAMS CO.,240.4,3455.09,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 20:12:36,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-12 20:09:15,NA Spare Parts,NY01,ADAMS CO.,240.4,3455.09,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 20:11:03,0
6789,SAIA,Standard,999999999993,shipped,2024-03-12 20:07:40,DE Spare Parts ,NY01,ADAMS CO.,831.04,6409.38,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 20:09:13,0
BOLV2-Test12-1,Generic Carrier,Standard,20000117102538493,shipped,2024-03-12 20:00:43,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 20:00:59,0
BOLV2-Test12,Generic Carrier,Standard,20000117102530784,shipped,2024-03-12 19:47:09,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:56:50,0
BOLV2-Test12,Generic Carrier,Standard,20000117102530783,draft,2024-03-12 19:47:09,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 19:56:13,0
BOLV2-Test12,Generic Carrier,Standard,20000117102530783,shipped,2024-03-12 19:47:09,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:49:05,0
BOLV2-Test12,Generic Carrier,Standard,20000117102530782,shipped,2024-03-12 19:47:09,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:48:05,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329914,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:44:32,0
3452347,RL,Standard,WR8252955,canceled,2024-03-12 09:57:14,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:29:19,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 09:54:37,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:26:02,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 09:50:04,NA Spare Parts,AID449899541,Rogers Corp,268.68,271.39,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:23:01,0
3452350,SAIA,Standard,Unknown,draft,2024-03-12 09:32:48,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 19:03:37,0
3452349,FedEx,FedEx Express Saver,794616019680,shipped,2024-03-12 10:00:23,NA Spare Parts,Unknown,"DELTA AIR LINES, INC.",0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 19:31:29,0
Unknown,Unknown,Unknown,Unknown,draft,2024-03-12 18:43:25,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 18:44:39,0
3452347,RL,Standard,WR8241561,canceled,2024-03-12 09:06:31,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 18:39:30,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 09:04:17,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 18:35:24,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-12 08:59:43,NA Spare Parts,AID449899541,Rogers Corp,268.68,271.39,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 18:33:05,0
3452354,FedEx,FedEx Priority Overnight,Unknown,draft,2024-03-12 08:29:25,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC",0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 18:00:56,0
203646DG1-2-1,FedEx,FedEx Priority Overnight,Unknown,draft,2024-03-12 08:25:55,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC",0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2024-03-12 17:55:55,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-12 17:00:37,DE Spare Parts ,NY01,ADAMS CO.,223.23,3208.17,295.55,sender,Outbound,shipped,Piyovi Dev,2024-03-12 17:04:52,0
Unknown,Generic Carrier,Standard,98300,shipped,2024-03-12 16:57:11,DE Spare Parts ,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 17:00:35,0
Unknown,Generic Carrier,Standard,20000117102627920,draft,2024-03-12 16:05:49,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 16:59:57,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-12 16:56:08,NA Spare Parts,NY01,ADAMS CO.,223.23,3208.17,295.55,sender,Outbound,shipped,Piyovi Dev,2024-03-12 16:57:09,0
Unknown,Generic Carrier,Standard,20000117102620006,draft,2024-03-12 16:05:49,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 16:46:45,0
Unknown,Generic Carrier,Standard,20000117102617615,draft,2024-03-12 16:05:49,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 16:42:46,0
BOL TESTING,SAIA,Standard,999999999993,shipped,2024-03-12 16:34:21,NA Spare Parts,NY01,ADAMS CO.,508.16,1113.61,608.98,sender,Outbound,shipped,Piyovi Dev,2024-03-12 16:34:32,0
Test-bol,ESTES,Standard,1618082473,shipped,2024-03-12 16:27:36,NA Spare Parts,NY01,ADAMS CO.,548.02,548.02,652.82,sender,Outbound,shipped,Piyovi Dev,2024-03-12 16:27:59,0
Unknown,Generic Carrier,Standard,20000117102606150,draft,2024-03-12 16:05:49,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 16:23:41,0
BOLV2-Test-2,Generic Carrier,Standard,20000117102404815,shipped,2024-03-12 16:06:35,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 16:18:13,0
Unknown,Generic Carrier,Standard,20000117102596324,draft,2024-03-12 16:05:49,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 16:07:18,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329913,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 15:56:56,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329912,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 15:44:55,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329911,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 15:39:58,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329910,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 15:35:23,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329909,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 15:26:15,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329908,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 15:12:10,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329907,draft,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 15:09:32,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329907,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 14:59:38,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329906,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 14:44:42,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329905,draft,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 14:39:42,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329904,draft,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 14:39:10,0
3452348-2,Generic Carrier,Standard,20000117102543216,shipped,2024-03-12 14:38:13,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 14:50:56,0
Unknown,Generic Carrier,Standard,20000117102539915,shipped,2024-03-12 14:30:23,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 14:37:02,0
Unknown,SAIA,Standard,999999999993,shipped,2024-03-12 14:26:56,NA Spare Parts,NY01,ADAMS CO.,153.66,759.11,219.03,sender,Outbound,shipped,Piyovi Dev,2024-03-12 14:30:54,0
BOLV2-Test-1,Generic Carrier,Standard,20000117102329904,shipped,2024-03-12 14:12:03,NA Spare Parts,NY01,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 14:13:23,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-11 16:49:54,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,560.02,sender,Outbound,shipped,Piyovi Dev,2024-03-12 02:20:55,0
3452347,RL,Standard,WR8212671,canceled,2024-03-11 16:53:14,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,2060.72,sender,Outbound,shipped,Piyovi Dev,2024-03-12 02:28:58,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-11 16:47:50,NA Spare Parts,AID449899541,Rogers Corp,179.7,181.52,197.67,sender,Outbound,shipped,Piyovi Dev,2024-03-12 02:18:49,0
203646DG1-2,FedEx,FedEx Priority Overnight,794615853350,shipped,2024-03-11 16:20:46,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC",140.31,140.31,154.34,sender,Outbound,shipped,Piyovi Dev,2024-03-12 01:51:05,0
203646DG1-1,FedEx,FedEx Priority Overnight,794615862447,shipped,2024-03-11 17:01:17,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC",0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 02:32:18,0
test2,Unknown,Unknown,Unknown,draft,2024-03-12 00:57:18,NA Spare Parts,Unknown,5401 S Kirkman Rd,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 00:57:39,0
tstspo1,Generic Carrier,Spot Quote,4376437643,shipped,2024-03-12 00:52:15,NA Spare Parts,Unknown,5401 N Elston Ave,560.0,560.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 00:54:20,0
spqtest,Unknown,Unknown,Unknown,draft,2024-03-12 00:50:40,NA Spare Parts,Unknown,5401 N Elston Ave,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 00:50:59,0
3452347,RL,Standard,WR8180343,canceled,2024-03-11 14:32:15,NA Spare Parts,AID449899541,Rogers Corp,1113.9,2654.24,2060.72,sender,Outbound,shipped,Piyovi Dev,2024-03-12 00:04:13,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-11 14:30:49,NA Spare Parts,AID672847499,Deutsches Museum,509.11,514.25,560.02,sender,Outbound,shipped,Piyovi Dev,2024-03-12 00:01:26,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2024-03-11 14:23:43,NA Spare Parts,AID449899541,Rogers Corp,268.68,271.39,295.55,sender,Outbound,shipped,Piyovi Dev,2024-03-11 23:59:52,0
3452347QC,FedEx Freight,FedEx Freight Economy,Unknown,draft,2024-03-11 15:41:19,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2024-03-12 01:25:41,0
1224,FedEx,Fedex Ground,794682786622,shipped,2025-02-21 11:24:15,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",18.56,18.56,22.27,sender,Outbound,shipped,Pat Bishop,2025-02-21 21:57:58,0
TESTGND-1-1,FedEx,Fedex Ground,794615783453,shipped,2024-03-11 22:53:07,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",12.82,12.82,14.1,sender,Outbound,shipped,Piyovi Dev,2024-03-11 22:53:37,0
TESTGND-1,FedEx,Fedex Ground,794615782608,canceled,2024-03-11 22:51:16,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",12.82,12.82,14.1,sender,Outbound,shipped,Piyovi Dev,2024-03-11 22:51:30,0
TESTGND,FedEx,Fedex Ground,794615781450,shipped,2024-03-11 22:42:23,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",63.82,63.82,70.2,sender,Outbound,shipped,Piyovi Dev,2024-03-11 22:48:59,0
TEST-DG-1,FedEx,Fedex Ground,794615778075,shipped,2024-03-11 22:41:32,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",17.76,17.76,19.54,sender,Outbound,shipped,Piyovi Dev,2024-03-11 22:41:48,0
203647,FedEx,FedEx Express Saver,794616007930,shipped,2024-03-12 09:11:14,NA Spare Parts,Unknown,"DELTA AIR LINES, INC.",0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-12 18:42:39,0
203646DG1,FedEx,FedEx Priority Overnight,794615852300,shipped,2024-03-11 21:41:19,NA Spare Parts,AID449899541,"DELTA AIR LINES, INC",300.31,300.31,330.34,sender,Outbound,shipped,Piyovi Dev,2024-03-12 01:47:23,0
10364-1,FedEx,FedEx Express Saver,Unknown,draft,2024-03-11 21:38:46,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2024-03-11 21:38:48,0
10364,FedEx,FedEx Express Saver,794615746780,shipped,2024-03-11 21:36:22,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",43.54,43.54,47.89,sender,Outbound,shipped,Piyovi Dev,2024-03-11 21:38:03,0
103645,FedEx,FedEx Express Saver,794615746470,shipped,2024-03-11 21:35:02,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",43.54,43.54,47.89,sender,Outbound,shipped,Piyovi Dev,2024-03-11 21:35:32,0
TEST-DG,FedEx,FedEx Express Saver,794615745566,shipped,2024-03-11 21:26:26,NA Spare Parts,Unknown,"DELTA AIR LINES, INC",0.0,0.0,0.0,sender,Outbound,shipped,Piyovi Dev,2024-03-11 21:33:24,0
